contig	length	GC	phylum	class	order	family	genus	species	gff_info	cov_mean_sample_Sample118	cov_mean_sample_Sample120	cov_mean_sample_Sample127	cov_mean_sample_Sample134	cov_mean_sample_Sample177	cov_mean_sample_Sample215	cov_mean_sample_Sample230	cov_mean_sample_Sample234	cov_mean_sample_Sample244	cov_mean_sample_Sample261	cov_mean_sample_Sample263	cov_mean_sample_Sample290	cov_mean_sample_Sample302	cov_mean_sample_Sample321	cov_mean_sample_Sample330	cov_mean_sample_Sample343	percentage_covered_Sample118	percentage_covered_Sample120	percentage_covered_Sample127	percentage_covered_Sample134	percentage_covered_Sample177	percentage_covered_Sample215	percentage_covered_Sample230	percentage_covered_Sample234	percentage_covered_Sample244	percentage_covered_Sample261	percentage_covered_Sample263	percentage_covered_Sample290	percentage_covered_Sample302	percentage_covered_Sample321	percentage_covered_Sample330	percentage_covered_Sample343
contig-75000000	108459	58.9494647747	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.791212	4.488130	3.087960	0	0	0	3.929053	0	4.306319	1.071501	0.348214	1.190607	4.124162	4.775988	2.778601	1.539163	83.214900	98.503580	94.949240	0.000000	0.000000	0.000000	97.628600	0.000000	98.586560	64.142200	29.060800	67.878200	97.907970	98.979340	93.543180	76.908300
contig-1282000000	376	67.0212765957	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.789894	1.063830	0.531915	0	0	0	0.797872	0	0.265957	1.329785	0.531914	0.265957	0.797872	0	0.531915	3.124998	62.500000	70.212800	53.191500	0.000000	0.000000	0.000000	79.521300	0.000000	26.595700	71.276600	39.095700	26.595700	56.914900	0.000000	53.191500	100.000000
contig-2576000000	428	37.6168224299	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.934580	0.467290	1.390185	0	0	0	0.467289	0	0.467290	1.614486	0.233645	1.142524	1.168224	0	0.920560	3.002335	43.224300	28.037400	73.831800	0.000000	0.000000	0.000000	35.046700	0.000000	46.729000	90.654210	23.364500	77.336400	60.046700	0.000000	71.495300	98.831780
contig-2171000000	233	67.3819742489	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.845493	0	0.429185	0	0	0	0.377682	0	0	0.858369	0	0.399142	0.429185	0	0.429185	1.716738	63.090100	0.000000	42.918500	0.000000	0.000000	0.000000	37.768200	0.000000	0.000000	52.360500	0.000000	39.914200	42.918500	0.000000	42.918500	92.274680
contig-491000000	745	67.6510067114	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.939598	0.786578	0.536913	0	0	0	0.402685	0	0.536913	0.402685	0.790604	0.652349	0.939598	0	0.402685	2.684565	70.201300	43.892600	39.865800	0.000000	0.000000	0.000000	28.859100	0.000000	40.402700	26.174500	47.919500	64.026800	53.020100	0.000000	40.268500	89.932900
contig-468000000	769	60.4681404421	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.390117	0.390117	1.560466	0	0	0	0.520156	0	0.520155	0.768532	0.260078	0.390117	0.780234	0	0.383615	2.470741	36.280900	29.388800	63.979200	0.000000	0.000000	0.000000	52.015600	0.000000	41.222400	62.678800	26.007800	39.011700	62.028600	0.000000	38.361500	89.076700
contig-4037000000	117	62.3931623932	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0.854701	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	85.470100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-1682000000	299	60.8695652174	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.959866	0.668896	0.334448	0	0	0	0	0	0.334448	1.003344	0.334448	0.334448	0.334448	0	0	1.672242	65.217400	66.889600	33.444800	0.000000	0.000000	0.000000	0.000000	0.000000	33.444800	75.919700	33.444800	33.444800	33.444800	0.000000	0.000000	70.568600
contig-2527000000	197	65.9898477157	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0.507614	0.507614	0	0	0	0	0	1.015229	1.974618	0	0.974620	0	0	0.512690	0.507614	0.000000	50.761400	50.761400	0.000000	0.000000	0.000000	0.000000	0.000000	70.050800	93.908630	0.000000	66.497500	0.000000	0.000000	51.269000	50.761400
contig-724000000	694	47.8386167147	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.576369	0.864554	0.432276	0	0	0	0.576369	0	0.720461	1.585014	0.576369	0.432277	1.729107	0	0.144092	2.305476	48.126800	50.576400	32.853000	0.000000	0.000000	0.000000	46.397700	0.000000	44.092200	83.573500	57.636900	38.184400	73.775200	0.000000	14.409200	88.760800
contig-3251000000	260	35.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.538464	0.384615	0	0	0	0	0.384615	0	0.384615	1.923076	0	0	0.384615	0	0.769232	2.676924	82.307700	38.461500	0.000000	0.000000	0.000000	0.000000	38.461500	0.000000	38.461500	88.076900	0.000000	0.000000	38.461500	0.000000	43.076900	94.615380
contig-1554000000	388	54.8969072165	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.773195	0.515464	0	0	0	0	0.257732	0	0.515464	1.773198	0.257732	0.257732	0.515464	0	0.257732	2.835054	52.061900	44.072200	0.000000	0.000000	0.000000	0.000000	25.773200	0.000000	51.546400	81.443300	25.773200	25.773200	29.639200	0.000000	25.773200	87.628900
contig-1720000000	292	62.3287671233	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.027396	0	0	0	0	0	0.342466	0	0.342466	1.369864	0.684932	0.342466	0.342466	0	0.684931	2.041096	67.808200	0.000000	0.000000	0.000000	0.000000	0.000000	34.246600	0.000000	34.246600	75.342500	43.493200	34.246600	34.246600	0.000000	68.150700	89.041100
contig-1596000000	314	39.4904458599	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.318471	0.318471	0.318471	0	0	0	0.318471	0	0	1.910828	0.636943	0	0.955413	0	0.636943	3.156054	31.847100	31.847100	31.847100	0.000000	0.000000	0.000000	31.847100	0.000000	0.000000	76.751600	40.445900	0.000000	37.261100	0.000000	63.694300	92.038220
contig-1898000000	327	51.6819571865	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0.305810	0	3.058105	3.669731	0	1.834862	0	0.611620	4.587151	0.917430	0	0	0	0	0.000000	0.000000	30.581000	0.000000	80.428100	89.602400	0.000000	94.801220	0.000000	39.755400	96.941900	36.391400	0.000000	0.000000	0.000000	0.000000
contig-2556000000	231	62.3376623377	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.432900	0.865801	0.839827	0	0	0	0.865800	0	0.432900	0.432900	0	0.432900	0.398268	0	0.432900	0.826839	43.290000	73.160200	83.982700	0.000000	0.000000	0.000000	59.307400	0.000000	43.290000	43.290000	0.000000	43.290000	39.826800	0.000000	43.290000	43.290000
contig-2197000000	350	46.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.719999	0	3.145719	0	0	1.417142	3.111430	0	0	0.285714	0.571429	0.568571	1.991428	0	0	0.860001	85.714300	0.000000	95.428570	0.000000	0.000000	74.285700	98.857140	0.000000	0.000000	28.571400	37.714300	36.571400	88.571400	0.000000	0.000000	68.857100
contig-4697000000	100	55.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	2.950000	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-565000000	703	54.9075391181	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.711238	1.422477	0.426742	0	0	0	0.711238	0	0.568990	1.849216	0.284495	0.711238	0.995732	0	0.995733	2.844951	51.066900	66.571800	40.540500	0.000000	0.000000	0.000000	54.480800	0.000000	47.083900	94.736840	28.449500	44.239000	70.128000	0.000000	61.593200	88.335700
contig-1940000000	260	58.8461538462	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.384615	0.384615	0	0	0	0	0	0	0	0.769231	0.384615	0.384615	1.153847	0	0.384615	1.923076	38.461500	38.461500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	50.000000	38.461500	38.461500	70.384600	0.000000	38.461500	91.153850
contig-3570000000	161	63.9751552795	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.621118	2.484471	0	0	0	1.242236	0.621118	0	0	0	0.608696	0	0.000000	0.000000	0.000000	0.000000	62.111800	78.882000	0.000000	0.000000	0.000000	79.503100	62.111800	0.000000	0.000000	0.000000	60.869600	0.000000
contig-1578000000	361	44.0443213296	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.277008	0.831025	0.277008	0	0	0	0	0	0	0.554016	0	0.554017	0.831024	0	0.277008	2.216063	27.700800	54.847600	27.700800	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	46.537400	0.000000	55.401700	68.698100	0.000000	27.700800	68.698100
contig-1274000000	410	55.1219512195	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.487804	0.731707	0.975610	0	0	0	0.487805	0	0.487805	1.219512	0.243902	0.243902	1.463415	0	0.480488	2.648779	26.341500	73.170700	77.073200	0.000000	0.000000	0.000000	26.829300	0.000000	48.780500	81.707300	24.390200	24.390200	69.756100	0.000000	48.048800	82.195100
contig-3927000000	318	39.6226415094	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.628931	0	0.314465	0	0	0	0	0.628931	0.628931	0	0	5.628927	0	0	2.198113	0	49.056600	0.000000	31.446500	0.000000	0.000000	0.000000	0.000000	35.534600	52.830200	0.000000	0.000000	100.000000	0.000000	0.000000	82.704400	0.000000
contig-3107000000	157	51.5923566879	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.636943	0	0	0	0	0	0	0	0.636943	0.617834	0	0	0.636943	0	0.636943	1.273885	63.694300	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	63.694300	61.783400	0.000000	0.000000	63.694300	0.000000	63.694300	65.605100
contig-3767000000	127	30.7086614173	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0.755906	0	0	0	0	0.771654	0	0	0.787402	0	1.543307	0	0	1.511812	0	0.000000	75.590600	0.000000	0.000000	0.000000	0.000000	77.165400	0.000000	0.000000	78.740200	0.000000	92.913390	0.000000	0.000000	75.590600	0.000000
contig-3627000000	133	49.6240601504	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.751880	0	0.751880	0	0	0.751880	0	0	0	0	0	0	0	0	0	0	75.188000	0.000000	75.188000	0.000000	0.000000	75.188000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-2783000000	177	64.406779661	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.564972	0	0.564972	0	0	0	0	0	0.564972	0.564972	0.564972	0.564972	0	0	0.564972	0.564972	56.497200	0.000000	56.497200	0.000000	0.000000	0.000000	0.000000	0.000000	56.497200	56.497200	56.497200	56.497200	0.000000	0.000000	56.497200	56.497200
contig-3665000000	131	63.358778626	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0.763359	0	0	0	0	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	76.335900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-3010000000	163	42.9447852761	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	3.049080	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-1996000000	272	68.3823529412	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.102940	0.735294	0.367647	0	0	0	0.367647	0	0	0.367647	0.367647	0.367647	0.735294	0	1.102942	2.205882	91.176470	46.323500	36.764700	0.000000	0.000000	0.000000	36.764700	0.000000	0.000000	36.764700	36.764700	36.764700	55.514700	0.000000	76.838200	79.779400
contig-1649000000	305	63.2786885246	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.327869	0	0	0	0	0	0.327869	0	0	1.967216	0	0	0.655738	0	0	1.636067	32.786900	0.000000	0.000000	0.000000	0.000000	0.000000	32.786900	0.000000	0.000000	69.836100	0.000000	0.000000	50.819700	0.000000	0.000000	84.590200
contig-2826000000	175	57.7142857143	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.142856	0	0.537143	0	0	0	0.571429	0	0	1.645715	0	0.520000	1.142858	0	0	2.285711	63.428600	0.000000	53.714300	0.000000	0.000000	0.000000	57.142900	0.000000	0.000000	73.714300	0.000000	52.000000	89.142900	0.000000	0.000000	83.428600
contig-3750000000	128	35.9375	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	3.124996	0	0	0	0	0	0	0	0.781250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	99.218750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	78.125000
contig-1688000000	543	40.3314917127	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.289135	0.184162	0.548803	1.841622	0	0	0	0	0.920810	1.473297	0.368324	0.736649	0.920810	0	0	1.841622	84.162100	18.416200	40.331500	86.003700	0.000000	0.000000	0.000000	0.000000	52.117900	64.456700	21.362800	55.985300	55.432800	0.000000	0.000000	80.663000
contig-1632000000	308	67.2077922078	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.974026	0	0.649351	0	0	0	0.649350	0	0	1.899349	0	0.324675	0.974026	0	0.324675	1.298702	65.909100	0.000000	64.935100	0.000000	0.000000	0.000000	57.142900	0.000000	0.000000	93.506490	0.000000	32.467500	73.376600	0.000000	32.467500	60.389600
contig-666000000	2584	47.2523219814	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.445048	10.832431	8.583977	0	0	0	9.202014	0	12.179954	3.289087	0.890094	2.784831	10.212462	12.486070	4.605650	5.609133	94.117650	98.684210	97.639320	0.000000	0.000000	0.000000	97.445820	0.000000	99.883901	93.614550	61.803400	80.263200	99.961300	99.883901	96.904020	89.667200
contig-1552000000	326	59.2024539877	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.613497	0	1.226992	0	0	0	0	0	0	0.613497	0.276074	0	0.306748	0	0.306748	2.438650	55.521500	0.000000	46.012300	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	61.349700	27.607400	0.000000	30.674800	0.000000	30.674800	92.024540
contig-1090000000	434	58.2949308756	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.460829	1.138250	0.460830	0	0	0	0.921660	0	0.230415	0.921659	0.921658	0.658986	0.691244	0	0.223502	2.534559	46.082900	72.811100	26.036900	0.000000	0.000000	0.000000	58.755800	0.000000	23.041500	73.732700	60.829500	62.672800	63.594500	0.000000	22.350200	85.944700
contig-355000000	931	58.9688506982	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.214823	0.429646	1.168634	0	0	0	0.322234	0	0.322234	2.040817	0	0.322234	0.537057	0	0.859290	1.920515	21.482300	42.964600	73.576800	0.000000	0.000000	0.000000	32.223400	0.000000	32.223400	92.158970	0.000000	28.893700	50.161100	0.000000	57.035400	92.481200
contig-2980000000	318	43.3962264151	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.628930	0.628931	0.314465	0	0	0	0.314465	0	0.314465	0.314465	0.628931	0.628930	1.886793	0	0	1.257862	52.201300	62.893100	31.446500	0.000000	0.000000	0.000000	31.446500	0.000000	31.446500	31.446500	38.364800	42.138400	86.163500	0.000000	0.000000	83.647800
contig-4408000000	149	59.0604026846	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0.664430	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	66.443000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-106000000	2009	54.4549527128	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.244401	0.348432	1.045296	0	0	0	0.298656	0	0.543057	1.742161	0.547537	0.248880	0.647088	0	0.149328	2.667498	67.844700	29.965200	61.821800	0.000000	0.000000	0.000000	28.621200	0.000000	44.051800	84.221000	37.481300	22.548500	49.626700	0.000000	14.932800	91.687410
contig-3060000000	160	51.875	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0.575000	0	0	0	0	0	0	0	0	0	0	1.250000	0	0.000000	0.000000	0.000000	57.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	75.625000	0.000000
contig-3085000000	158	29.1139240506	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0.632911	0.632911	0	0	1.265823	0	0	0.632911	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	63.291100	63.291100	0.000000	0.000000	82.911400	0.000000	0.000000	63.291100	0.000000
contig-3022000000	164	34.756097561	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0.609756	0	0	0	0	0	0	0	0	0	0	0	0	1.804878	0.000000	0.000000	60.975600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	71.341500
contig-3454000000	140	24.2857142857	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.692857	0	0	0	0	0	0	2.007143	0	0	0	0	0	0	0	0.714286	69.285700	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	71.428600
contig-4105000000	104044	57.0489408327	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.777978	0.048057	0.810619	0.055746	6.169854	5.657118	0.366134	2.212793	0	2.876380	5.545097	1.576380	0	0.424714	0.165151	0	82.310400	4.582700	56.611600	5.176700	99.751067	99.721272	30.962900	88.152100	0.000000	94.857940	99.567491	78.417800	0.000000	34.542100	15.463700	0.000000
contig-2604000000	191	64.9214659686	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0.513089	0.523560	0	0	0	1.570680	0	0.523560	0	0	0	0	0	0.523560	1.047121	0.000000	51.308900	52.356000	0.000000	0.000000	0.000000	65.445000	0.000000	52.356000	0.000000	0.000000	0.000000	0.000000	0.000000	52.356000	64.921500
contig-3301000000	147	51.7006802721	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	1.360543	1.816328	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	76.190500	99.319728	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-3163000000	189	53.9682539683	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	4.169309	0	0	0	0	0	3.142855	0.529101	0	0	0	0.529101	0	0.000000	0.000000	0.000000	100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	97.883600	52.910100	0.000000	0.000000	0.000000	52.910100	0.000000
contig-3735000000	131	59.5419847328	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.641221	0	0	0	0	0	0	0	0.755725	0	0	0	0.694656	0	1.519083	0.763359	64.122100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	75.572500	0.000000	0.000000	0.000000	69.465600	0.000000	96.946560	76.335900
contig-3455000000	140	37.1428571429	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.714286	0	0	0	0	0	0	0	0	0	0	1.342858	0	0	0	0	71.428600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	97.857140	0.000000	0.000000	0.000000	0.000000
contig-1020000000	449	63.4743875278	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.222717	0.445434	0.222717	0	0	0	0.668151	0	0	1.269489	0.222717	0.222717	1.113585	0	0.668152	1.781738	22.271700	44.543400	22.271700	0.000000	0.000000	0.000000	53.674800	0.000000	0.000000	68.596900	22.271700	22.271700	78.396400	0.000000	52.561200	94.654790
contig-4322000000	109	54.128440367	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-1375000000	366	61.2021857923	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.092897	0.819671	0.819672	0	0	0	0	0	0.273224	1.346994	1.092897	0.259563	0.811476	0	0.546449	2.459015	59.562800	50.546400	59.289600	0.000000	0.000000	0.000000	0.000000	0.000000	27.322400	73.224000	59.562800	25.956300	55.464500	0.000000	35.792400	97.814210
contig-3206000000	232	40.9482758621	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.862068	0	0.431034	0	0	0	0	4.228448	0.810344	0	0	1.724138	0	0	1.237070	0	44.396500	0.000000	43.103500	0.000000	0.000000	0.000000	0.000000	97.844830	58.189700	0.000000	0.000000	89.224100	0.000000	0.000000	68.534500	0.000000
contig-2155000000	236	38.1355932203	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0.423729	0.847457	0	0	1.271184	0	0	1.271187	0.423729	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	42.372900	61.017000	0.000000	0.000000	66.525400	0.000000	0.000000	61.017000	42.372900
contig-1168000000	408	66.6666666667	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.245098	0.490196	0.735293	0	0	0	0.735294	0	0	1.960786	0	0.490196	0	0	0.735295	1.960784	24.509800	48.284300	53.431400	0.000000	0.000000	0.000000	50.490200	0.000000	0.000000	79.166700	0.000000	49.019600	0.000000	0.000000	41.911800	76.960800
contig-1962000000	258	41.8604651163	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0.387597	0	0	0	1.937984	0	0	0	0	0	0	0.775194	0.387597	0.000000	0.000000	0.000000	38.759700	0.000000	0.000000	0.000000	86.046500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	77.519400	38.759700
contig-2135000000	239	36.820083682	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.836819	0	0.418410	0	0	0	0	0.836820	0.418410	0	0	1.673642	0	0.418410	0.836820	0	44.769900	0.000000	41.841000	0.000000	0.000000	0.000000	0.000000	42.677800	41.841000	0.000000	0.000000	87.866100	0.000000	41.841000	83.682000	0.000000
contig-999000000	457	38.2932166302	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.875274	0.218818	0.218818	0	0	0	0	0.656454	0.875273	0.218818	0	1.312911	0	0	1.943108	0	64.989100	21.881800	21.881800	0.000000	0.000000	0.000000	0.000000	43.763700	78.337000	21.881800	0.000000	84.026300	0.000000	0.000000	86.433300	0.000000
contig-2299000000	242	49.173553719	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.413223	0.797522	0.413223	0	0	0	0	0	0.413223	0.756199	0.400826	0	0.413223	0	0.826445	3.305784	41.322300	46.694200	41.322300	0.000000	0.000000	0.000000	0.000000	0.000000	41.322300	38.429800	40.082600	0.000000	41.322300	0.000000	42.562000	72.727300
contig-4122000000	114	42.1052631579	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0.877193	0	0	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	87.719300	0.000000	0.000000	0.000000	0.000000
contig-1890000000	296	64.527027027	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.337838	0.675676	0.976351	0	0	0	0	0	0	2.364866	0.337838	0	0.337838	0	0.337838	1.689190	33.783800	67.567600	74.324300	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	95.945950	33.783800	0.000000	33.783800	0.000000	33.783800	75.675700
contig-2827000000	183	44.262295082	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.546448	0	0	0	0	0	0	0	0	0	0	2.185792	0	0	2.120220	0	54.644800	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	86.338800	0.000000	0.000000	83.606600	0.000000
contig-1288000000	375	52.5333333333	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.333334	0.800001	0.266667	0	0	0	0.266667	0	0.800001	1.066667	0.266667	0.800000	1.066668	0	0.266667	2.096001	89.066700	43.733300	26.666700	0.000000	0.000000	0.000000	26.666700	0.000000	62.133300	63.466700	26.666700	56.800000	42.133300	0.000000	26.666700	99.733333
contig-359000000	1192	59.8993288591	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.251678	1.006711	0.335570	0	0	0	0	0	0.419463	2.172818	0.251678	1.090604	1.761745	0	0.755872	2.181205	23.489900	65.855700	33.557000	0.000000	0.000000	0.000000	0.000000	0.000000	31.879200	80.536900	25.167800	55.872500	87.164400	0.000000	57.382600	87.164400
contig-185000000	1412	59.4192634561	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.403682	0.920679	1.059491	0	0	0	0.139518	0	0.637393	1.345609	0.558074	0.354107	0.842069	0	0.495751	3.682717	80.594900	69.830000	69.688400	0.000000	0.000000	0.000000	13.951800	0.000000	46.600600	81.090700	44.971700	28.470300	56.869700	0.000000	36.119000	96.317280
contig-4436000000	105	40.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-4434000000	105	51.4285714286	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	1.904762	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-319000000	1022	59.2954990215	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.656556	0.684931	0.978475	0	0	0	0.573386	0	0.391389	1.663407	0.089041	0.195695	0.880626	0	0.489237	3.422702	87.671200	63.405100	73.776900	0.000000	0.000000	0.000000	42.465800	0.000000	39.138900	76.810200	8.904100	19.569500	59.784700	0.000000	31.409000	90.313110
contig-3694000000	130	43.0769230769	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0.761538	0	0	0	0	0	0.669231	0	0.769231	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	76.153800	0.000000	0.000000	0.000000	0.000000	0.000000	66.923100	0.000000	76.923100
contig-2026000000	266	59.3984962406	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.751879	0	0	0	0	0	0.375940	0	0.375940	0	0.375940	0.375940	0.375940	0	0.375940	1.127818	45.488700	0.000000	0.000000	0.000000	0.000000	0.000000	37.594000	0.000000	37.594000	0.000000	37.594000	37.594000	37.594000	0.000000	37.594000	71.052600
contig-2415000000	220	61.8181818182	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.454545	0.454545	0.390909	0	0	0	0.454545	0	0	0.454545	0.427273	0	0	0	0.859091	0.409091	45.454500	45.454500	39.090900	0.000000	0.000000	0.000000	45.454500	0.000000	0.000000	45.454500	42.727300	0.000000	0.000000	0.000000	85.454500	40.909100
contig-1215000000	394	35.7868020305	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0.253807	0	0	0	1.522842	0	0	0.253807	0.507614	0	0.253807	0.253807	1.248729	0.000000	0.000000	0.000000	25.380700	0.000000	0.000000	0.000000	83.756300	0.000000	0.000000	25.380700	50.761400	0.000000	25.380700	25.380700	71.066000
